"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","age_input","area_01","area_02","area_03","area_04","area_05","area_06","area_07","area_08","area_09","area_10_","area_11_","area_12_","area_13_","area_14_","aud_tend_unix","aud_ts","aud_ts_unix","av_cond","condi_1","condi_2","condi_3","condi3","Condition_Id","consent","consent_copy","copy_of_condi","copy_of_condi2","correspondence_","country_current","country_home","enjoy_","Frame Time ","frame_end_unix","frame_rt","gender","interestingness_","Modality_Preference","mood congruency_","move_","Name Audio ","Name Audio _copy_4b49","Name Audio _copy_93a7","Name Audio _copy_bd6f","Name Audio _copy_c958","Name Audio _copy_c96c","Normal Vision ","Normal Vision/Hearing ","Ollen","overall_enjoy","prev_exposure","realWorldLikelihood","completed","crowdsourcing_code","crowdsourcing_subj_id","displayedLanguage","end_time","exp_subject_id","group_name","pixelDensityPerMM","rec_session_id","Screen_Height","Screen_Width","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
3,"End ",4,"thank_you_&_end","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
3,"End ",3,"end_Qs","1","1","39","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","United Kingdom","United Kingdom","","","","","0","","option_2","","","","","","","","","","","option_1","98","option_1","89","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
3,"End ",2,"AReA","1","1","","5","5","5","4","2","5","5","3","4","4","4","3","4","5","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
3,"End ",1,"end_instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","1","7","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","83","24609","","","","68","","70","54","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","2","14","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","63","","","26","31232","","","","56","","51","49","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","3","1","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","30","32063","","","","55","","36","43","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","4","15","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","74","","","69","24617","","","","73","","66","60","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","5","12","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","77","","","60","28949","","","","60","","65","59","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","6","2","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","62","40735","","","","71","","60","60","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","7","3","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","19","19257","","","","24","","34","18","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","8","13","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","69","","","78","28428","","","","78","","78","80","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","9","4","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","52","32477","","","","59","","53","56","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","10","16","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","73","","","89","23195","","","","75","","77","73","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","11","10","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","64","","","78","31703","","","","74","","71","76","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","12","5","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","55","11194","","","","53","","49","51","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","13","8","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","32","17675","","","","56","","58","32","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","14","11","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","52","","","16","15185","","","","43","","50","27","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","15","9","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","59","","","50","12007","","","","56","","56","41","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","16","6","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","55","11420","","","","57","","58","52","","","","","","","","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
1,"Introduction",2,"Instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
1,"Introduction",1,"Overview_&_Consent","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","true","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","yes","","","","2022-02-18T11:25:39.000Z",375485,"group_2","",419827,"731","1300","session_2",1,"2022-02-18T10:50:14.000Z","","","","not measured","",true
3,"End ",4,"thank_you_&_end","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
3,"End ",3,"end_Qs","1","1","18","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","Poland","Poland","","","","","1","","option_2","","","","","","","","","","","option_0","70","option_1","24","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
3,"End ",2,"AReA","1","1","","2","3","4","3","2","2","1","1","4","1","2","1","3","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
3,"End ",1,"end_instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","1","16","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","76","","","29","91884","","","","50","","0","0","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","2","1","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","13","100898","","","","75","","15","11","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","3","8","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","46","6458","","","","50","","0","7","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","4","4","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","59","83219","","","","67","","0","22","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","5","6","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","74","10581","","","","86","","20","35","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","6","7","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","91","3753","","","","95","","16","30","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","7","5","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","44","3342","","","","21","","10","8","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","8","13","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","100","","","100","80993","","","","100","","70","100","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","9","12","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","85","","","50","64739","","","","64","","31","49","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","10","11","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","22","","","22","80468","","","","36","","28","16","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","11","9","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","14","","","25","68907","","","","51","","0","40","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","12","10","","","","","","","","","","","","","","","","","","","","","AV_I","","","3","","","","","14","","","75","72946","","","","83","","24","44","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","13","2","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","11","90389","","","","16","","6","11","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","14","3","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","76","72210","","","","95","","24","35","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","15","14","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","72","","","67","66386","","","","57","","8","56","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","16","15","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","10","","","18","78810","","","","61","","11","0","","","","","","","","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
1,"Introduction",2,"Instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
1,"Introduction",1,"Overview_&_Consent","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","true","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","yes","","","","2022-02-18T11:03:01.000Z",375472,"group_2","",419812,"768","1366","session_2",1,"2022-02-18T10:25:53.000Z","","","","not measured","",true
3,"End ",4,"thank_you_&_end","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
3,"End ",3,"end_Qs","1","1","22","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","South Africa","South Africa","","","","","1","","option_2","","","","","","","","","","","option_2","95","option_1","67","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
3,"End ",2,"AReA","1","1","","3","4","5","3","2","4","3","1","4","3","4","5","4","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
3,"End ",1,"end_instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","1","15","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","0","","","9","31211","","","","24","","27","13","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","2","13","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","35","","","28","10159","","","","69","","60","35","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","3","11","","","","","","","","","","","","","","","","","","","","AV-I","","","","3","","","","","92","","","31","20099","","","","41","","2","16","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","4","12","","","","","","","","","","","","","","","","","","","","AV-I","","","","3","","","","","60","","","71","51189","","","","100","","98","62","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","5","2","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","0","66363","","","","49","","31","6","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","6","4","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","60","30834","","","","98","","65","70","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","7","7","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","67","20539","","","","82","","42","62","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","8","6","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","56","7905","","","","67","","20","54","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","9","5","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","95","67256","","","","100","","76","83","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","10","14","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","88","","","90","34763","","","","87","","58","59","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","11","1","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","0","10140","","","","7","","0","0","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","12","3","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","52","20872","","","","68","","0","56","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","13","16","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","97","","","52","45335","","","","43","","61","52","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","14","8","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","82","4898","","","","100","","82","31","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","15","9","","","","","","","","","","","","","","","","","","","","AV-I","","","","3","","","","","57","","","38","26138","","","","58","","37","38","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","16","10","","","","","","","","","","","","","","","","","","","","AV-I","","","","3","","","","","78","","","80","3443","","","","67","","33","61","","","","","","","","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
1,"Introduction",2,"Instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
1,"Introduction",1,"Overview_&_Consent","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","true","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","yes","","","","2022-02-18T10:54:48.000Z",375461,"group_1","",419801,"768","1366","session_1",1,"2022-02-18T10:22:33.000Z","","","","not measured","",true
3,"End ",4,"thank_you_&_end","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
3,"End ",3,"end_Qs","1","1","19","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","Poland","Poland","","","","","0","","option_2","","","","","","","","","","","option_2","90","option_1","47","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
3,"End ",2,"AReA","1","1","","3","4","5","3","1","3","1","1","4","1","3","1","2","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
3,"End ",1,"end_instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","1","9","","","","","","","","","","","","","","","","","","","","AV-I","","","","3","","","","","99","","","95","12870","","","","80","","65","60","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","2","1","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","5","20047","","","","20","","10","1","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","3","3","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","5","14573","","","","10","","15","20","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","4","7","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","75","48163","","","","88","","55","30","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","5","16","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","100","","","80","29928","","","","68","","85","40","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","6","4","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","1","18283","","","","50","","5","10","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","7","11","","","","","","","","","","","","","","","","","","","","AV-I","","","","3","","","","","51","","","64","50024","","","","60","","56","20","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","8","6","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","98","13485","","","","90","","82","65","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","9","13","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","79","","","81","54916","","","","75","","70","56","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","10","2","","","","","","","","","","","","","","","","","","","","A","","","","1","","","","","0","","","37","28297","","","","47","","61","11","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","11","8","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","67","25253","","","","53","","66","31","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","12","15","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","30","","","35","21804","","","","70","","40","40","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","13","14","","","","","","","","","","","","","","","","","","","","AV-R","","","","4","","","","","56","","","65","62740","","","","78","","43","70","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
2,"Stimulus_set1",1,"task_1","14","5","","","","","","","","","","","","","","","","","","","","V","","","","2","","","","","0","","","94","14563","","","","91","","90","71","","","","","","","","","","","","","yes","","","","2022-02-18T11:06:27.000Z",375469,"group_1","",419809,"1080","1920","session_1",1,"2022-02-18T10:25:12.000Z","","","","not measured","",true
