"Block_Nr","Block_Name","Task_Nr","Task_Name","Trial_Nr","Trial_Id","age_input","area_01","area_02","area_03","area_04","area_05","area_06","area_07","area_08","area_09","area_10_","area_11_","area_12_","area_13_","area_14_","aud_tend_unix","aud_ts","aud_ts_unix","av_cond","condi_1","condi_2","condi_3","condi3","Condition_Id","consent","consent_copy","copy_of_condi","copy_of_condi2","correspondence_","country_current","country_home","enjoy_","Frame Time ","frame_end_unix","frame_rt","gender","interestingness_","Modality_Preference","mood congruency_","move_","Name Audio ","Name Audio _copy_4b49","Name Audio _copy_93a7","Name Audio _copy_bd6f","Name Audio _copy_c958","Name Audio _copy_c96c","Normal Vision ","Normal Vision/Hearing ","Ollen","overall_enjoy","prev_exposure","realWorldLikelihood","completed","crowdsourcing_code","crowdsourcing_subj_id","displayedLanguage","end_time","exp_subject_id","group_name","pixelDensityPerMM","rec_session_id","Screen_Height","Screen_Width","session_name","session_nr","start_time","subj_counter_global","subj_counter_per_group","subject_code","time_delay_offset","time_measure_std","unlocked"
2,"Stimulus_set2",1,"task_2","11","15","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","84","","","33","26713","","","","32","","23","20","","","","","","","","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","12","16","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","11","","","35","20852","","","","32","","44","21","","","","","","","","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","13","7","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","35","15671","","","","50","","30","14","","","","","","","","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","14","13","","","","","","","","","","","","","","","","","","","","","AV_R","","","4","","","","","62","","","81","12955","","","","68","","35","33","","","","","","","","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","15","2","","","","","","","","","","","","","","","","","","","","","A","","","1","","","","","0","","","83","98024","","","","68","","66","68","","","","","","","","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
2,"Stimulus_set2",1,"task_2","16","6","","","","","","","","","","","","","","","","","","","","","V","","","2","","","","","0","","","37","6365","","","","54","","11","10","","","","","","","","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
1,"Introduction",2,"Instructions","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
1,"Introduction",1,"Overview_&_Consent","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","true","false","","","","","","","","","","","","","","","","","","","","","","false","","","","","yes","","","","2022-02-17T16:28:44.000Z",374860,"group_2","",419139,"768","1366","session_2",1,"2022-02-17T16:11:23.000Z","","","","not measured","",true
3,"End ",4,"thank_you_&_end","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-17T16:39:19.000Z",374858,"group_2","",419137,"1080","1920","session_2",1,"2022-02-17T16:10:48.000Z","","","","not measured","",true
3,"End ",3,"end_Qs","1","1","45","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","Portugal","Portugal","","","","","0","","option_2","","","","","","","","","","","option_1","100","option_1","90","yes","","","","2022-02-17T16:39:19.000Z",374858,"group_2","",419137,"1080","1920","session_2",1,"2022-02-17T16:10:48.000Z","","","","not measured","",true
3,"End ",2,"AReA","1","1","","4","4","4","3","4","4","3","2","3","4","1","2","3","3","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","yes","","","","2022-02-17T16:39:19.000Z",374858,"group_2","",419137,"1080","1920","session_2",1,"2022-02-17T16:10:48.000Z","","","","not measured","",true
